timestamp,encoding,decodedData
1741700795832,base64+zstd,"6481513179040597121"
1741700795843,base64,"6481513179040597121"
1741700795841,jsonParsed,"6481513179040597121"
1741700796121,base64,"6481513179040597121"
1741700796126,base64+zstd,"6481513179040597121"
1741700796127,jsonParsed,"6481513179040597121"
1741700796408,base64+zstd,"6481019771365068926"
1741700796414,base64,"6481019771365068926"
1741700796404,jsonParsed,"6481019771365068926"
1741700796693,base64+zstd,"6481019771365068926"
1741700796698,base64,"6481019771365068926"
1741700796693,jsonParsed,"6481019771365068926"
1741700796982,jsonParsed,"6481019771365068926"
1741700796976,base64+zstd,"6481019771365068926"
1741700796976,base64,"6481019771365068926"
1741700797261,base64+zstd,"6481019771365068926"
1741700797269,base64,"6481019771365068926"
1741700797270,jsonParsed,"6481019771365068926"
1741700797572,jsonParsed,"6481019771365068926"
1741700797544,base64+zstd,"6481019771365068926"
1741700797552,base64,"6481019771365068926"
1741700797853,base64+zstd,"6483368732788229765"
1741700797853,jsonParsed,"6483368732788229765"
1741700797856,base64,"6483368732788229765"
